Pierwsza przygoda Pana Samochodzika cz. 0	Nienacki Z.	Warmia	Usiądźmy wygodnie. Zajmijmy miejsce za kierownicą wehikułu, którego wygląd może trochę śmieszy, ale tylko tych, którzy nie wiedzą jaką może osiągnąć zawrotną prędkość zarówno na lądzie, jak i na wodzie. Czeka na nas tajemnica. Wyruszmy zatem ku przygodzie. Pierwszej przygodzie... 
Pan Samochodzik i święty relikwiarz cz. 2	Nienacki Z.	Warmia	Drugi tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i wyspa złoczyńców cz. 3	Nienacki Z.	Warmia	Trzeci tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i Templariusze cz. 4	Nienacki Z.	Warmia	Czwarty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i niesamowity dwór cz. 5	Nienacki Z.	Warmia	Piąty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i kapitan Nemo cz. 6	Nienacki Z.	Warmia	Szósty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i Fantomas cz. 7	Nienacki Z.	Warmia	Siódmy tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i zagadki Fromborka cz. 8	Nienacki Z.	Warmia	Ósmy tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i dziwne szachownice cz. 9	Nienacki Z.	Warmia	Dziewiąty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i tajemnica tajemnic cz. 10	Nienacki Z.	Warmia	Dziesiąty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i Winnetou cz. 11	Nienacki Z.	Warmia	Jedenasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i niewidzialni cz. 12	Nienacki Z.	Warmia	Dwunasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i złota rękawica cz. 13	Nienacki Z.	Warmia	Trzynasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i nieśmiertelny cz. 14	Nienacki Z.	Warmia	Czternasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i nieuchwytny kolekcjoner cz. 15	Nienacki Z.	Warmia	Piętnasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i testament rycerza Jędrzeja cz. 16	Nienacki Z.	Warmia	Szesnasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, sprawdzonych przyjaciół i całkiem nowych znajomych. Razem z nimi postarajmy się rozwiązać największe tajemnice historii. 
Pan Samochodzik i kindżał Hasan-beja cz. 17	Szumski J.	Warmia	Siedemnasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Pan Samochodzik i bursztynowa komnata cz. 18 tom 1	Szumski J.	Warmia	Osiemnasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Pan Samochodzik i złoto Inków cz. 19 tom 1	Szumski J.	Warmia	Dziewiętnasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największch tajemnic historii.
Pan Samochodzik i arka Noego cz. 20	Olszakowski T.	Warmia	Wielu z nas swą podróż po skarby rozpoczynało u boku pokracznego i brzydkiego wehikułu. Ileż razy zanurzaliśmy się w toń mazurskiego jeziora, betonową autostradą goniliśmy złoczyńców lub nocowaliśmy u podnóża krzyżackiego zamczyska korzystając z ochrony brezentowego dachu... Jeśli chcecie powrócić do nocnych rozważań, zagadkowych szachownic i zapachu ogniska możecie sobie przypomnieć dawne przygody pracownika Ministerstwa Kultury i Sztuki lub poznać jego nowe przeżycia.
Pan Samochodzik i rubinowa tiara cz. 21	Olszakowski T.	Warmia	Dwudziesty pierwszy tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Pan Samochodzik i twierdza Boyen cz. 22	Miernicki S.	Warmia	Dwudziesty drugi tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Pan Samochodzik i floreny z Zalewa cz. 23	Szumski J.	Warmia	Dwudziesty trzeci tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Pan Samochodzik i tajemnice warszawskich fortów cz. 24	Olszakowski T.	Warmia	Dwudziesty czwarty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Pan Samochodzik i skarby Wikingów cz. 25 tom 1	Niemirski A.	Warmia	Dwudziesty piąty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Pan Samochodzik i zaginiony pociąg cz. 26	Olszakowski T.	Warmia	Dwudziesty szósty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Złoto Mojżesza	Blum H.	M	Dwóch łowców przygód, kierując się jedynie wskazówkami zawartymi w biblii szuka mitycznego skarbu, który ród Izraela ocalił z Egiptu.  W swojej fascynującej wędrówce przez pustynię odnajdują prawdziwą Górę Synaj ... i tajną bazę wojskową.
Pan Samochodzik i skarby Wikingów cz. 25 tom 2	Niemirski A.	Warmia	Dwudziesty piąty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Pan Samochodzik i złoto Inków cz. 19 tom 2	Szumski J.	Warmia	Dziewiętnasty tom pełnej serii przygód pana Tomasza, jego pokracznego, ale wyjątkowego wehikułu, młodego współpracownika Pawła, sprawdzonych przyjaciół i całkiem nowych znajomych. Ten tom i kolejne książki wyszły spod piór autorów zafascynowanych twórczością zmarłego Zbigniewa Nienackiego i gotowych podjąć się trudnego zadania kontynuowania serii. Wróćmy zatem do rozwiązywania największych tajemnic historii.
Polskie żywe torpedy w 1939 roku	Klatka N.	Gdański Dom Wydawniczy	W roku 1939, po apelu opublikowanym w prasie, do Marynarki Wojennej zgłosiło się setki osób gotowych oddać życie w obronie Ojczyzny w charakterze żywych torped. Rozpoczęto objęte ścisłą tajemnicą szkolenie ochotników, których ilość osiągnęła kilka tysięcy. Czy ich ofiarność została kiedykolwiek wykorzystana? Czy Polska używała samobójczych oddziałów w wojnie obronnej?
Przez zbrodnie do gwiazd	Piszkiewicz D.	Bellona	Albert Speer, Wernher von Braun, Hans Kammler to ludzie związani z najbardziej zaawansowaną technologicznie bronią III Reszy, twórcy rakiet balistycznych V1 i V2. Książka opisuje prace w podziemnych fabrykach Dora  i Nordhausen, doświadczenia na poligonach Peenemunde i Blizna, pokazując dzień po dniu proces rozwoju niemieckiej wunderwaffe. 
Słownik uzbrojenia historycznego	Gradowski M., Żygulski Z. jun.	PWN	Książka jest ilustrowaną mini-encyklopedią ukazującą nazewnictwo związane z bronią używaną przez człowieka w okresie od X do XIX wieku na obszarze Europy, Bliskiego Wschodu, Afryki Północnej oraz Indii, Japonii i Indonezji. Hasła obejmują broń i jej elementy najczęściej występujące w muzeach i kolekcjach prywatnych.
Konwój do Paradies	Adamczewski L.	PSO	Kiedyś Paradyż, wspólcześnie Gościkowo a dla Niemców-Paradies. Czy ta mała stacyjka była miejscem gdzie w 1945 roku przeładowano do pociągu specjalnego przywiezione z Królewca skrzynie? Do pociągu załadowano również starannie zapakowane skarby zrabowane z katedry gnieźnieńskiej a zdeponowane w pobliskim Ufortyfikowanym Łuku Odry-Warty... Czy Międzyrzecki Rejon Umocniony kryje jeszcze jakieś zamaskowane magazyny, gdzie mogą leżeć ukryte skarby?
Broń chemiczna zatopiona w Morzu Bałtyckim	Kasperek T.	Adam Marszałek	"Czy zdajecie sobie sprawę jakie zagrożenie kryją w sobie wody Morza Bałtyckiego? Książka przedstawia śmiertelnie niebezpieczne ""pamiątki"" jakie zostawiła po sobie II wojna światowa. Dowiecie się wszystkiego o chemicznych minach, pociskach i bombach poznacie ich groźne działanie oraz miejsca, gdzie zostały zatopione."
Wywiad Armii Krajowej w walce z V1 i V2	Glass A., Kordaczuk S., Stępniewska D.	Mirage Hobby	Po raz pierwszy prezentowane tajne szpiegowskie dokumenty wraz z dziesiątkami rysunków i zdjęć, dokładne schematy i opisy rakiet ukazują całą wiedzę jaką dysponował polski wywiad o niemieckiej super-broni. Dowiecie się również jak, krok po kroku docierano do owych informacji...Format A4, papier kredowy.
Tajny pułk Luftwaffe KG 200	Stahl P. W.	Oskar	Wspomnienia pilota tajnej jednostki, do zadań której należały m.in. misje szpiegowskie i testy nowych niemieckich konstrukcji. Autor stara się odsłonić tajemnicę i rozwiać legendy narosłe wokół tej jednostki, przedstawia niepublikowane dotąd dokumenty, fakty i zdjęcia. 
Skarby i elektronika	Nowak M.	Grafia	Poszukiwacz skarbów, odkrywca - to brzmi dumnie, a przede wszystkim romantycznie. Ale oprócz romantyzmu i odrobiny szaleństwa potrzeba czysto technicznej pomocy, aby móc odnaleźć to, co przed ludzkim okiem ukryte, często gdzieś głęboko w ziemi... Z pomocą przychodzi elektronika, oferując urządzenia nieznane zwykłym zjadaczom chleba. Z tej książki dowiesz się czym różnią się między sobą wykrywacze metalu, do czego służy magnetometr, jak może pomóc w odkryciach lampa UV oraz znajdziesz opisy i zastosowania wielu innych, przydatnych urządzeń.
Encyklopedia noży wojskowych	Królikiewicz T.	Alma-Press	Pierwsze i jedyne, unikalne kompendium wiedzy na temat noży bojowych i wojskowych, zawierające ponad 250 zdjęć i 150 rysunków. Zawiera historię noży bojowych od czasów prehistorycznych po dzień dzisiejszy, dokładną klasyfikację i charakterystykę, metody walki i sposoby używania tej broni na całym świecie.Format A4  
Dzieje szabli w Polsce	Kwaśniewicz W.	Bellona	Ta książka to połączenie barwnej opowieści o szabli, jej historii, symbolice i znaczeniu oraz encyklopedycznych wiadomości dla kolekcjonerów. Przedstawia typologię i systematykę szabli używanych w Polsce na przestrzeni wieków oraz opisuje budowę i charakterystykę poszczególnych rodzajów szabli. Zawiera dokładne rysunki i schematy przedstawiające charakterystyczne cechy poszczególnych typów i rodzajów tej broni.  
Grabież Europy. Losy dzieł sztuki w III Rzeszy i podczas II wojny światowej.	Nicholas L. H.	Baran i Suszczyński	Niektórzy historycy twierdzą, iż wojny prowadzi się nie dla ideologi czy władzy lecz dla zagarniania majątku ofiar. Czytając nie będziemy mieli wątpliwości, że hitlerowscy grabieżcy, kradli i niszczyli dzieła sztuki w sposób planowy i systematyczny. Z krajów  okupowanych Niemcy wywozili wszelkie dobra kultury i sztuki, czynili to zarówno w imieniu Rzeszy jak i prywatnych upodobań swych przywódców. Wielu ze zrabowanych dzieł nie odnaleziono do dzisiaj. Nicholas nie ujawnia kolejnego pewnego miejsca ukrycia bursztynowej komnaty ani złota Wrocławia, lecz informuje rzetelne jak działał system, jak wywożono, ukrywano a w końcu odnajdowywano zagarnięte skarby.
